overall,reviewText
5,"I purchased this Ultra MicroSDHC Class 10 card for my media player. I wanted to replace my 4GB cardwith this one so I could store more music. I like to have a wide range of music to pick from when I amon vacation or traveling on an airplane long distances. I think I may have bought too much.This card is advertised as water-proof, temperature proof, X-ray proof and shock proof. I will have totake their word for it. I am not going to test it.Just for fun I put the 16GB MicroSDHC disc (30MB/s Read Speed) into its provided adapter and used itin my cheapo cheapo Toshiba Camileo HD movie camera. Even at the Full High Definition resolution of1080p/30fps this disc performed very well. No stuttering, no missed frames and all this under low lightconditions. Nice. Very Nice. Those are big files at Full HD resolution. Read on...This card is 'USH-1' enabled which means it is the fastest card available (allegedly) and should reachup to a bus interface speed of 104 MB/s; if the electronic device you are using requires it. Of courseif your card reader or device does not support that speed you will be transferring data at your usualspeed. Sort of like saying it is backward compatible but don't expect blazing speeds. You can feeddata through only so fast.Transferring RAW photos and a Full HD digital film can take a lot of time to transfer. Those are hugefiles to transfer so the USH-I enabled disc is perfect for that purpose. They are working on USH-IIwhich is supposed to allow up to 300MB/s transfers. Talk about instant gratification, we are aboutthere.----------------------------------------------------------------------------------------------Here is a guide by the 'SD Association' with regard to Class ratings and video applications:> Class 2 for SD video recording> Class 4 and 6 for high-definition video (HD) to Full HD video recording,> Class 10 for Full HD video recording and consecutive recording of HD stills> UHS Speed Grade 1 for real-time broadcasts and large HD video files> UHS Speed Grade 3 for 4K video files-----------------------------------------------------------------------------------------------USH-I overkill for a media player? Probably, but for the price it was a terrific deal to get a Class 10USH-1 enabled card and have the flexibility to use it in a variety of my electronic devices. Hmm. Onsecond thought I may just keep this card for the movie camera and get another ""slower"" one for mymedia player.As usual I have had no problems with this card. Works well, in or out of the adapter, and seems verytough in it's construction. 5 stars for this little power house of a micro card."
5,"Works as expected and it was fast, I am hoping this survived being attached to the item it was bought for as it has met its end flying into a concrete wall - the android tablet it was attached to was suicidal oh well - would recommend to anyone - have fun.."
1,"Atto Speed rating 2.7MB/sec write and 2.8MB/sec read.That barely makes it class 2, not class 10 as advertised.This is second time I have to return a slow card, I hope negative reviews will help bring attention to the widespread problem."
5,"In conjunction with the Meenova adapter and nexus media importer I make use of this for extra storage of media files (music, audiobooks and movies) for my two Nexus models. I removed it from the package, copied a video file from my laptop and played it on my Nexus without any problems or delay."
5,Arrived on time and was exactly as stated.  A good value for the amount of storage.  Will be filling it up with music.
4,"Sandisk* is simply one of the best SDHC & MicroSDHC memory card manufacturer's that I have used for a number of years.I have experienced Zero failures, and they are reusable over and over.Also their adapters are quite handy to carry when traveling or at the studio.*Would like to see SDHC cards in the 1 to 5 Terabtye in the near future."
5,Works just fine. Thia card being so big will slow down your phone a little bit but works fine for me
5,Love this card. Wanted one but the retail prices were just too much. Found it here at a fair price and have been using it ever since the first day it arrived. Great buy if you need this one.
4,"this is the SDXC, so, it also required new reader that can read SDXC if you want to read in the computerMost laptop since 2012 support this model; however, the older laptops SD slot cannot read this cardIt is safe to buy a SDXC USB reader"
3,"The card seemed to work well in most devices that I tried it in, but in a Samsung Galaxy S4 it would continue to unmount and mount over & over on the phone - a known issue on the Galaxy S4 forums due to a possibly bad batch of them.  I tried to reformat the card in the phone and from a PC computer, but that didn't help.  Finally I just called SanDisk and they had to RMA the card, which took about 2 weeks from start to finish when I had the new card in my hand.  The new 64 GB card from SanDisk looks slightly different, but still has gray & red on it.  However, it now works great in the Galaxy S4 and hasn't had any unmounting issues now for the past 3 weeks.Good card for pretty much everything else, except in the new Samsung Galaxy S4 phones."
5,Worked like it is suppose to on my Galaxy S3.  With this memory card now I have over 72 GB of storage!
